"Estado,Bacia,Nome Poço,Campo,Operador,Número do Contrato,Período,Óleo (bbl/dia),Condensado (bbl/dia),Petróleo (bbl/dia),Gás Natural (Mm³/dia),Volume Gás Royalties (Mm³/dia),Água (bbl/dia),Instalação Destino,Tipo Instalação,Tempo de Produção (hs por mês),Período da Carga,Corrente,Grau API,Fração de Destilados,% em Volumes,Densidade GLP Gás,Densidade GLP Líquido,""PCS GP"
"(kJ/m³)"",Data de atualização"
"Rio de Janeiro,Santos,7-MRO-3-RJS,AnC_MERO,Petrobras,48610011150201310,2023/01,""956,6693"",""0,0000"",""956,6693"",""62,0610"",""165,90200"",""2,3899"",FPSO GUANABARA,UEP,592.0,2022/10,MERO,""29,6"",< 270ºC,""44,404"",""2,01679"",""530,063"",""22599,2805"",13/03/2023"
"Rio de Janeiro,Santos,7-MRO-10B-RJS,AnC_MERO,Petrobras,48610011150201310,2023/01,""1.691,8404"",""0,0000"",""1.691,8404"",""109,5318"",""292,80300"",""2,3719"",FPSO GUANABARA,UEP,718.0,2022/10,MERO,""29,6"",< 270ºC,""44,404"",""2,01679"",""530,063"",""22599,2805"",13/03/2023"
"Rio de Janeiro,Santos,7-MRO-7A-RJS,AnC_MERO,Petrobras,48610011150201310,2023/01,""1.593,7776"",""0,0000"",""1.593,7776"",""103,8042"",""277,49100"",""2,2615"",FPSO GUANABARA,UEP,718.0,2022/10,MERO,""29,6"",< 270ºC,""44,404"",""2,01679"",""530,063"",""22599,2805"",13/03/2023"
"Rio de Janeiro,Santos,7-MRO-6DB-RJS,AnC_MERO,Petrobras,48610011150201310,2023/01,""1.720,7358"",""0,0000"",""1.720,7358"",""108,4028"",""289,78500"",""2,6933"",FPSO GUANABARA,UEP,718.0,2022/10,MERO,""29,6"",< 270ºC,""44,404"",""2,01679"",""530,063"",""22599,2805"",13/03/2023"
"Espírito Santo,Campos,7-BFR-7-ESS,JUBARTE,Petrobras,480000035609749,2023/01,""5.113,1061"",""0,0000"",""5.113,1061"",""200,6643"",""6.214,94200"",""1.952,3106"",PETROBRAS 58,UEP,744.0,2022/12,Parque das Baleias,24,< 290ºC,""81,017"",""2,04402"",""533,31601"",""40091,4179"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-113D-RJS,SUL DE TUPI,Petrobras,486100038862000,2023/01,""1.050,7513"",""0,0000"",""1.050,7513"",""31,0911"",""482,43900"",""0,0000"",Petrobras 67 (P-67),UEP,447.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-110D-RJS,SUL DE TUPI,Petrobras,486100038862000,2023/01,""571,8007"",""0,0000"",""571,8007"",""34,1795"",""530,36100"",""0,0000"",Petrobras 67 (P-67),UEP,429.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-106DA-RJS,SUL DE TUPI,Petrobras,486100038862000,2023/01,""140,2810"",""0,0000"",""140,2810"",""7,9883"",""123,95300"",""170,9747"",FPSO CIDADE DE SAQUAREMA,UEP,136.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-MRO-10B-RJS,MERO,Petrobras,48610011150201310,2023/01,""46.646,4524"",""0,0000"",""46.646,4524"",""3.019,9491"",""8.072,99400"",""65,3968"",FPSO GUANABARA,UEP,718.0,2022/10,MERO,""29,6"",< 270ºC,""44,404"",""2,01679"",""530,063"",""22599,2805"",13/03/2023"
"Rio de Janeiro,Santos,3-BRSA-1322-RJS,MERO,Petrobras,48610011150201310,2023/01,""47.718,1346"",""0,0000"",""47.718,1346"",""3.233,5897"",""8.644,10300"",""121,9257"",FPSO PIONEIRO DE LIBRA,UEP,718.0,2022/10,MERO,""29,6"",< 270ºC,""44,404"",""2,01679"",""530,063"",""22599,2805"",13/03/2023"
"Rio de Janeiro,Santos,7-MRO-7A-RJS,MERO,Petrobras,48610011150201310,2023/01,""43.942,7246"",""0,0000"",""43.942,7246"",""2.862,0286"",""7.650,83800"",""62,3535"",FPSO GUANABARA,UEP,718.0,2022/10,MERO,""29,6"",< 270ºC,""44,404"",""2,01679"",""530,063"",""22599,2805"",13/03/2023"
"Rio de Janeiro,Santos,7-MRO-6DB-RJS,MERO,Petrobras,48610011150201310,2023/01,""47.443,1406"",""0,0000"",""47.443,1406"",""2.988,8190"",""7.989,77700"",""74,2569"",FPSO GUANABARA,UEP,718.0,2022/10,MERO,""29,6"",< 270ºC,""44,404"",""2,01679"",""530,063"",""22599,2805"",13/03/2023"
"Rio de Janeiro,Santos,7-MRO-3-RJS,MERO,Petrobras,48610011150201310,2023/01,""26.376,7399"",""0,0000"",""26.376,7399"",""1.711,1106"",""4.574,17800"",""65,8910"",FPSO GUANABARA,UEP,592.0,2022/10,MERO,""29,6"",< 270ºC,""44,404"",""2,01679"",""530,063"",""22599,2805"",13/03/2023"
"Rio de Janeiro,Campos,7-CRT-51D-RJS,BARRACUDA,Petrobras,480000038989755,2023/01,""7.594,1906"",""0,0000"",""7.594,1906"",""119,1759"",""3.670,95700"",""19,2675"",PETROBRAS 48,UEP,364.0,2022/02,BARRACUDA-CARATINGA,""25,1"",< 290ºC,""75,66"",""2,01698"",""530,07735"",""40328,1572"",13/03/2023"
"Rio de Janeiro,Campos,7-BR-69DA-RJS,BARRACUDA,Petrobras,480000038979792,2023/01,""2.519,2193"",""0,0000"",""2.519,2193"",""35,5973"",""1.096,49600"",""2.069,5226"",PETROBRAS 43,UEP,385.0,2022/02,BARRACUDA-CARATINGA,""25,1"",< 290ºC,""75,66"",""2,01698"",""530,07735"",""40328,1572"",13/03/2023"
"Rio de Janeiro,Campos,9-BR-82DB-RJS,BARRACUDA,Petrobras,480000038979792,2023/01,""7.857,1657"",""0,0000"",""7.857,1657"",""134,7617"",""4.151,04200"",""7,8651"",PETROBRAS 48,UEP,371.0,2022/02,BARRACUDA-CARATINGA,""25,1"",< 290ºC,""75,66"",""2,01698"",""530,07735"",""40328,1572"",13/03/2023"
"Rio de Janeiro,Santos,7-SEP-6-RJS,SÉPIA_ECO,Petrobras,48610012913201005,2023/01,""20.686,4125"",""0,0000"",""20.686,4125"",""630,4427"",""2.183,89200"",""4,8707"",FPSO Carioca (MV-30),UEP,447.0,2022/05,SEPIA,""27,4"",< 270ºC,""56,4"",""2,00036"",""528,0935"",""30198,2427"",13/03/2023"
"Rio de Janeiro,Santos,3-BRSA-1201-RJS,SÉPIA_ECO,Petrobras,48610012913201005,2023/01,""28.494,1829"",""0,0000"",""28.494,1829"",""871,4620"",""3.018,79700"",""12,9290"",FPSO Carioca (MV-30),UEP,449.0,2022/05,SEPIA,""27,4"",< 270ºC,""56,4"",""2,00036"",""528,0935"",""30198,2427"",13/03/2023"
"Rio de Janeiro,Santos,1-BRSA-976-RJS,SÉPIA_ECO,Petrobras,48610012913201005,2023/01,""22.343,3440"",""0,0000"",""22.343,3440"",""975,7318"",""3.379,99400"",""12,2704"",FPSO Carioca (MV-30),UEP,442.0,2022/05,SEPIA,""27,4"",< 270ºC,""56,4"",""2,00036"",""528,0935"",""30198,2427"",13/03/2023"
"Rio de Janeiro,Santos,9-BRSA-1254-RJS,SÉPIA_ECO,Petrobras,48610012913201005,2023/01,""29.747,4555"",""0,0000"",""29.747,4555"",""908,1126"",""3.145,75700"",""7,0026"",FPSO Carioca (MV-30),UEP,447.0,2022/05,SEPIA,""27,4"",< 270ºC,""56,4"",""2,00036"",""528,0935"",""30198,2427"",13/03/2023"
"Rio de Janeiro,Campos,7-MLL-78D-RJS,MARLIM LESTE,Petrobras,480000039009703,2023/01,""985,4505"",""0,0000"",""985,4505"",""16,2568"",""457,65900"",""2.288,4713"",FPSO CIDADE DE NITEROI,UEP,360.0,2015/07,Marlim Leste,""24,7"",< 290ºC,""73,61"",""2,03063"",""531,7132"",""40252,8456"",13/03/2023"
"Rio de Janeiro,Santos,1-BRSA-1146-RJS,ATAPU_ECO,Petrobras,48610012913201005,2023/01,""7.451,8500"",""0,0000"",""7.451,8500"",""415,0962"",""1.478,25900"",""6,3042"",Petrobras 70,UEP,287.0,2022/05,ATAPU,""27,7"",< 270ºC,""54,984"",""2,0092"",""529,15034"",""28503,4101"",13/03/2023"
"Rio de Janeiro,Santos,3-BRSA-1172-RJS,ATAPU_ECO,Petrobras,48610012913201005,2023/01,""12.821,4689"",""0,0000"",""12.821,4689"",""463,6594"",""1.651,20500"",""10,2895"",Petrobras 70,UEP,356.0,2022/05,ATAPU,""27,7"",< 270ºC,""54,984"",""2,0092"",""529,15034"",""28503,4101"",13/03/2023"
"Rio de Janeiro,Santos,9-BRSA-1284-RJS,ATAPU_ECO,Petrobras,48610012913201005,2023/01,""10.354,0517"",""0,0000"",""10.354,0517"",""347,5348"",""1.237,65700"",""8,0049"",Petrobras 70,UEP,317.0,2022/05,ATAPU,""27,7"",< 270ºC,""54,984"",""2,0092"",""529,15034"",""28503,4101"",13/03/2023"
"Rio de Janeiro,Santos,7-OATP-1-RJS,ATAPU_ECO,Petrobras,486100038862000,2023/01,""14.373,1068"",""0,0000"",""14.373,1068"",""492,8461"",""1.755,14600"",""44,8285"",Petrobras 70,UEP,348.0,2022/05,ATAPU,""27,7"",< 270ºC,""54,984"",""2,0092"",""529,15034"",""28503,4101"",13/03/2023"
"Rio de Janeiro,Santos,9-ATP-1-RJS,ATAPU_ECO,Petrobras,48610012913201005,2023/01,""2.129,9494"",""0,0000"",""2.129,9494"",""71,8200"",""255,76800"",""0,5805"",Petrobras 70,UEP,45.0,2022/05,ATAPU,""27,7"",< 270ºC,""54,984"",""2,0092"",""529,15034"",""28503,4101"",13/03/2023"
"Rio de Janeiro,Santos,7-ATP-6-RJS,ATAPU_ECO,Petrobras,48610012913201005,2023/01,""21.863,3355"",""0,0000"",""21.863,3355"",""740,0013"",""2.635,32600"",""27,7082"",Petrobras 70,UEP,287.0,2022/05,ATAPU,""27,7"",< 270ºC,""54,984"",""2,0092"",""529,15034"",""28503,4101"",13/03/2023"
"Rio de Janeiro,Santos,7-BBG-2D-RJS,BERBIGÃO,Petrobras,486100038862000,2023/01,""19.737,2460"",""0,0000"",""19.737,2460"",""252,0183"",""7.807,12000"",""91,3313"",Petrobras 68,UEP,730.0,2022/03,BERBIGAO-SURURU,""28,4"",< 270ºC,""64,624"",""1,99875"",""527,89964"",""40310,4373"",13/03/2023"
"Rio de Janeiro,Santos,9-BBG-1D-RJS,BERBIGÃO,Petrobras,486100038862000,2023/01,""18.057,0316"",""0,0000"",""18.057,0316"",""245,9606"",""7.619,46300"",""2,6168"",Petrobras 68,UEP,738.0,2022/03,BERBIGAO-SURURU,""28,4"",< 270ºC,""64,624"",""1,99875"",""527,89964"",""40310,4373"",13/03/2023"
"Rio de Janeiro,Santos,7-BBG-5D-RJS,BERBIGÃO,Petrobras,486100038862000A,2023/01,""18.448,3895"",""0,0000"",""18.448,3895"",""265,4556"",""8.223,38800"",""2,7267"",Petrobras 68,UEP,698.0,2022/03,BERBIGAO-SURURU,""28,4"",< 270ºC,""64,624"",""1,99875"",""527,89964"",""40310,4373"",13/03/2023"
"Rio de Janeiro,Campos,7-BR-69DA-RJS,CARATINGA,Petrobras,480000038979792,2023/01,""2.325,4330"",""0,0000"",""2.325,4330"",""32,8590"",""1.014,92200"",""1.910,3285"",PETROBRAS 43,UEP,385.0,2022/02,BARRACUDA-CARATINGA,""25,1"",< 290ºC,""78,04"",""2,03361"",""532,06951"",""39855,3923"",13/03/2023"
"Rio de Janeiro,Campos,7-CRT-51D-RJS,CARATINGA,Petrobras,480000038989755,2023/01,""7.010,0221"",""0,0000"",""7.010,0221"",""110,0086"",""3.397,85400"",""17,7854"",PETROBRAS 48,UEP,364.0,2022/02,BARRACUDA-CARATINGA,""25,1"",< 290ºC,""78,04"",""2,03361"",""532,06951"",""39855,3923"",13/03/2023"
"Rio de Janeiro,Campos,6-BRSA-1349-RJS,MARLIM SUL,Petrobras,480000037249774,2023/01,""12.583,3878"",""0,0000"",""12.583,3878"",""205,4960"",""6.347,12600"",""1.211,8940"",PETROBRAS 40,UEP,743.0,2022/02,Marlim Sul,""22,2"",< 290ºC,""77,22"",""2,04569"",""533,49686"",""39717,3134"",13/03/2023"
"Rio de Janeiro,Campos,7-MLL-73D-RJS,MARLIM LESTE,Petrobras,480000039009703,2023/01,""11.514,0572"",""0,0000"",""11.514,0572"",""211,5965"",""5.956,83700"",""1.843,3177"",PETROBRAS 53,UEP,716.0,2015/07,Marlim Leste,""24,7"",< 290ºC,""73,61"",""2,03063"",""531,7132"",""40252,8456"",13/03/2023"
"Rio de Janeiro,Campos,9-BR-82DB-RJS,CARATINGA,Petrobras,480000038979792,2023/01,""7.252,7683"",""0,0000"",""7.252,7683"",""124,3953"",""3.842,21900"",""7,2601"",PETROBRAS 48,UEP,371.0,2022/02,BARRACUDA-CARATINGA,""25,1"",< 290ºC,""78,04"",""2,03361"",""532,06951"",""39855,3923"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-17-RJS,BÚZIOS,Petrobras,48610012913201005,2023/01,""7.126,8307"",""0,0000"",""7.126,8307"",""279,7368"",""1.843,94500"",""0,0000"",Petrobras 74 (P-74),UEP,529.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-14DA-RJS,BÚZIOS,Petrobras,48610012913201005,2023/01,""11.553,4878"",""0,0000"",""11.553,4878"",""472,0900"",""3.111,88300"",""49,5773"",Petrobras 74 (P-74),UEP,540.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-12-RJS,BÚZIOS,Petrobras,48610012913201005,2023/01,""7.993,0374"",""0,0000"",""7.993,0374"",""326,6594"",""2.153,24500"",""0,0000"",Petrobras 77,UEP,428.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-10-RJS,BÚZIOS,Petrobras,48610012913201005,2023/01,""11.488,5758"",""0,0000"",""11.488,5758"",""500,1191"",""3.296,64300"",""0,0000"",Petrobras 75 (P-75),UEP,512.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,3-BRSA-1184-RJS,BÚZIOS,Petrobras,48610012913201005,2023/01,""5.874,0826"",""0,0000"",""5.874,0826"",""227,9805"",""1.502,78200"",""1,1750"",Petrobras 77,UEP,536.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,9-BRSA-1191-RJS,BÚZIOS,Petrobras,48610012913201005,2023/01,""7.137,6938"",""0,0000"",""7.137,6938"",""353,1349"",""2.327,76500"",""18,6065"",Petrobras 74 (P-74),UEP,527.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-23-RJS,BÚZIOS,Petrobras,48610012913201005,2023/01,""11.972,6182"",""0,0000"",""11.972,6182"",""542,3568"",""3.575,06200"",""0,0000"",Petrobras 75 (P-75),UEP,532.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-67D-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""11,5728"",""0,0000"",""11,5728"",""1,2515"",""19,41900"",""0,0120"",Petrobras 67 (P-67),UEP,188.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-68-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""72,8050"",""0,0000"",""72,8050"",""2,3518"",""36,49200"",""0,0749"",Petrobras 67 (P-67),UEP,444.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-69-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""101,9952"",""0,0000"",""101,9952"",""3,4265"",""53,16700"",""11,0027"",Petrobras 66 (P-66),UEP,677.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-70-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""47,7466"",""0,0000"",""47,7466"",""7,2162"",""111,97200"",""0,2772"",Petrobras 69,UEP,657.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-79D-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""45,2724"",""0,0000"",""45,2724"",""1,5878"",""24,63700"",""45,4222"",FPSO CIDADE DE ANGRA DOS REIS,UEP,678.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-ATP-6-RJS,ATAPU,Petrobras,48610012913201005,2023/01,""14.274,3290"",""0,0000"",""14.274,3290"",""483,1386"",""1.720,57500"",""18,0903"",Petrobras 70,UEP,287.0,2022/05,ATAPU,""27,7"",< 270ºC,""54,984"",""2,0092"",""529,15034"",""28503,4101"",13/03/2023"
"Rio de Janeiro,Santos,7-SRR-3D-RJS,SURURU,Petrobras,486100038862000A,2023/01,""13.800,4139"",""0,0000"",""13.800,4139"",""417,2865"",""12.926,98800"",""1,0693"",Petrobras 68,UEP,701.0,2022/03,BERBIGAO-SURURU,""28,4"",< 270ºC,""64,624"",""1,99875"",""527,89964"",""40310,4373"",13/03/2023"
"Rio de Janeiro,Santos,9-BRSA-1212-RJS,SURURU,Petrobras,486100038862000,2023/01,""18.792,7803"",""0,0000"",""18.792,7803"",""567,7138"",""17.587,03100"",""13,3240"",Petrobras 68,UEP,699.0,2022/03,BERBIGAO-SURURU,""28,4"",< 270ºC,""64,624"",""1,99875"",""527,89964"",""40310,4373"",13/03/2023"
"Rio de Janeiro,Santos,7-SRR-6D-RJS,SURURU,Petrobras,486100038862000A,2023/01,""17.332,6817"",""0,0000"",""17.332,6817"",""534,3987"",""16.554,97200"",""13,0394"",Petrobras 68,UEP,716.0,2022/03,BERBIGAO-SURURU,""28,4"",< 270ºC,""64,624"",""1,99875"",""527,89964"",""40310,4373"",13/03/2023"
"Rio de Janeiro,Santos,3-BRSA-1181D-RJS,SURURU,Petrobras,486100038862000,2023/01,""7.026,8262"",""0,0000"",""7.026,8262"",""189,1558"",""5.859,79900"",""14,2247"",Petrobras 68,UEP,679.0,2022/03,BERBIGAO-SURURU,""28,4"",< 270ºC,""64,624"",""1,99875"",""527,89964"",""40310,4373"",13/03/2023"
"Rio de Janeiro,Santos,7-SRR-2-RJS,SURURU,Petrobras,486100038862000A,2023/01,""16.351,6966"",""0,0000"",""16.351,6966"",""899,4616"",""27.864,14200"",""12,1016"",Petrobras 68,UEP,690.0,2022/03,BERBIGAO-SURURU,""28,4"",< 270ºC,""64,624"",""1,99875"",""527,89964"",""40310,4373"",13/03/2023"
"Rio de Janeiro,Santos,1-BRSA-1116-RJS,ITAPU,Petrobras,48610012913201005,2023/01,""26.328,3465"",""0,0000"",""26.328,3465"",""308,4252"",""9.526,43900"",""16,5428"",PETROBRAS 71,UEP,0.0,2022/12,ITAPU,""29,3"",< 270ºC,""67,708"",""2,004"",""528,51919"",""42662,1051"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-80DB-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""127,8319"",""0,0000"",""127,8319"",""5,1959"",""80,62300"",""3,1376"",FPSO CIDADE DE SAQUAREMA,UEP,646.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-59-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""106,0519"",""0,0000"",""106,0519"",""4,5006"",""69,83500"",""9,2050"",FPSO CIDADE DE SAQUAREMA,UEP,674.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-25-RJS,BÚZIOS,Petrobras,48610012913201005,2023/01,""12.528,5693"",""0,0000"",""12.528,5693"",""496,0654"",""3.269,92200"",""0,0000"",Petrobras 74 (P-74),UEP,539.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,9-BUZ-7-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""1,0999"",""0,0000"",""1,0999"",""0,0405"",""0,26700"",""0,0000"",Petrobras 74 (P-74),UEP,1.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,9-BUZ-4-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""29.805,4926"",""0,0000"",""29.805,4926"",""1.113,5269"",""7.340,05300"",""8,9443"",Petrobras 77,UEP,533.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,9-BUZ-3-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""29.834,7041"",""0,0000"",""29.834,7041"",""1.447,2853"",""9.540,09400"",""16,9269"",Petrobras 75 (P-75),UEP,532.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,9-BUZ-1-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""20.644,6453"",""0,0000"",""20.644,6453"",""732,1791"",""4.826,31700"",""2,0647"",Petrobras 76,UEP,537.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,3-BRSA-1184-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""16.614,3083"",""0,0000"",""16.614,3083"",""644,8221"",""4.250,48400"",""3,3235"",Petrobras 77,UEP,536.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-31D-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""28.898,4673"",""0,0000"",""28.898,4673"",""1.566,1205"",""10.323,42100"",""0,0000"",Petrobras 76,UEP,529.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-30-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""31.036,1165"",""0,0000"",""31.036,1165"",""1.055,3173"",""6.956,35200"",""13,9153"",Petrobras 77,UEP,537.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-29D-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""11.021,1420"",""0,0000"",""11.021,1420"",""683,2389"",""4.503,71700"",""48,1741"",Petrobras 75 (P-75),UEP,345.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-36DA-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""8.355,2308"",""0,0000"",""8.355,2308"",""502,9094"",""3.315,03600"",""4,8918"",Petrobras 77,UEP,537.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-24D-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""33.927,4835"",""0,0000"",""33.927,4835"",""1.386,3496"",""9.138,42300"",""0,0000"",Petrobras 76,UEP,531.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-23-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""33.863,4615"",""0,0000"",""33.863,4615"",""1.534,0069"",""10.111,73800"",""0,0000"",Petrobras 75 (P-75),UEP,532.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-17-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""20.157,5928"",""0,0000"",""20.157,5928"",""791,2101"",""5.215,43200"",""0,0000"",Petrobras 74 (P-74),UEP,529.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-BUZ-14DA-RJS,BÚZIOS_ECO,Petrobras,48610012913201005,2023/01,""32.677,9898"",""0,0000"",""32.677,9898"",""1.335,2636"",""8.801,67900"",""140,2250"",Petrobras 74 (P-74),UEP,540.0,2022/02,Búzios,""28,7"",< 270ºC,""60,15"",""2,04893"",""533,88699"",""35593,3546"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-113D-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""78,7170"",""0,0000"",""78,7170"",""2,3292"",""36,14100"",""0,0000"",Petrobras 67 (P-67),UEP,447.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-110D-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""42,8366"",""0,0000"",""42,8366"",""2,5606"",""39,73200"",""0,0000"",Petrobras 67 (P-67),UEP,429.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-106DA-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""10,5091"",""0,0000"",""10,5091"",""0,5984"",""9,28500"",""12,8085"",FPSO CIDADE DE SAQUAREMA,UEP,136.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-105-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""118,4755"",""0,0000"",""118,4755"",""4,4128"",""68,47200"",""0,0000"",Petrobras 66 (P-66),UEP,677.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
"Rio de Janeiro,Santos,7-LL-97-RJS,AnC_TUPI,Petrobras,486100038862000,2023/01,""41,8329"",""0,0000"",""41,8329"",""2,1393"",""33,19500"",""57,8634"",Petrobras 66 (P-66),UEP,685.0,2022/02,Área de Sul de Tupi,""30,2"",< 270ºC,""71,809"",""2,00144"",""528,22646"",""38798,0539"",13/03/2023"
